Product Name,Price,Rating,Number of Buyers,Total Sold,Available Stock,Main Category,Sub Category,Discount,Seller,Return Policy,Product URL,Popularity,Price_Category
Roy-Dhillon Odio Plus Shoes 8,0.15395883360075382,0.75,0.1937130843928321,0.24763819095477388,0.09991876523151909,2,11,0.0,4,0,https://www.flipkart.com/Roy-Dhillon-Odio-Plus-Shoes-8-5518,0.17594447855734735,3
Sodhi-Rajagopal Quia Plus Washing Machines 13,0.10146665967500161,0.3999999999999999,0.3846230853939333,0.024422110552763818,0.014622258326563768,0,15,0.9857142857142857,1,0,https://www.flipkart.com/Sodhi-Rajagopal-Quia-Plus-Washing-Machines-13-6937,0.29480011634295317,3
Suresh-Butala Veritatis Plus Jeans 14,0.0794051725847819,0.44999999999999996,0.7614375813394735,0.40472361809045226,0.09240454914703493,2,5,0.5428571428571428,4,0,https://www.flipkart.com/Suresh-Butala-Veritatis-Plus-Jeans-14-1245,0.5990874349610574,1
"Ramanathan, Parekh and Chaudhuri Alias Plus Jeans 1",0.09909797884400313,0.5,0.0773851236359996,0.7117587939698492,0.4839561332250203,2,5,0.0,2,0,"https://www.flipkart.com/Ramanathan,-Parekh-and-Chaudhuri-Alias-Plus-Jeans-1-6438",0.0624091070678344,3
Dugar-Lal Accusamus Ultra Dresses 15,0.13203345913244627,0.1499999999999999,0.2725998598458304,0.46492462311557786,0.130178716490658,2,2,0.4714285714285714,0,1,https://www.flipkart.com/Dugar-Lal-Accusamus-Ultra-Dresses-15-3759,0.1813011020263064,3
Mallick-Goel Sequi Pro Smartphones 9,0.08713608845088017,0.3999999999999999,0.9602562819101012,0.6349748743718593,0.6021527213647441,1,12,0.8857142857142857,0,1,https://www.flipkart.com/Mallick-Goel-Sequi-Pro-Smartphones-9-4336,0.7361357980803412,3
"Vala, Cheema and Bhargava Necessitatibus Lite Microwaves 7",0.042172468263073665,0.3500000000000001,0.12343577935729302,0.4849246231155779,0.42120227457351744,0,9,0.7285714285714285,2,1,"https://www.flipkart.com/Vala,-Cheema-and-Bhargava-Necessitatibus-Lite-Microwaves-7-5329",0.09203616326794428,1
Kaur PLC Commodi Lite Shoes 4,0.16324548862945673,0.30000000000000004,0.1560716788467314,0.33869346733668343,0.2851340373679935,2,11,0.7857142857142857,4,0,https://www.flipkart.com/Kaur-PLC-Commodi-Lite-Shoes-4-8965,0.11322835536308695,3
Garg Ltd Vitae Ultra Kitchenware 6,0.09714080782479743,0.6000000000000001,0.4873360696766443,0.7299497487437185,0.14967506092607635,3,6,0.7,5,1,https://www.flipkart.com/Garg-Ltd-Vitae-Ultra-Kitchenware-6-4811,0.41296900752997445,3
"Kota, Swamy and Samra Distinctio Ultra Smartwatches 15",0.07786151893816416,0.6499999999999999,0.893182500750826,0.7562814070351759,0.4425264012997563,1,13,0.39999999999999997,5,1,"https://www.flipkart.com/Kota,-Swamy-and-Samra-Distinctio-Ultra-Smartwatches-15-7382",0.7749268816856801,1
"Sabharwal, Thaker and Agarwal Nisi Plus Refrigerators 8",0.11447240137917822,0.5,0.20522574832315546,0.44241206030150754,0.3736799350121852,0,10,0.45714285714285713,2,1,"https://www.flipkart.com/Sabharwal,-Thaker-and-Agarwal-Nisi-Plus-Refrigerators-8-2010",0.16558268429046955,3
Thakkar-Ahuja Unde Pro Laptops 8,0.9608397562564228,0.5499999999999998,0.8666533186505156,0.764321608040201,0.3023964256701868,1,7,0.17142857142857143,3,0,https://www.flipkart.com/Thakkar-Ahuja-Unde-Pro-Laptops-8-5950,0.7168947742623533,7
"Acharya, Basu and Deshpande Tenetur Lite T-Shirts 9",0.0008196067702337837,0.19999999999999996,0.56151766943638,0.9206030150753769,0.14317627944760355,2,14,0.9142857142857143,4,1,"https://www.flipkart.com/Acharya,-Basu-and-Deshpande-Tenetur-Lite-T-Shirts-9-3167",0.38501842096758554,6
"Keer, Rao and Bir Voluptas Ultra Microwaves 7",0.1667137506591826,0.75,0.17589348283111422,0.8970854271356784,0.03147847278635256,0,9,0.6714285714285714,7,1,"https://www.flipkart.com/Keer,-Rao-and-Bir-Voluptas-Ultra-Microwaves-7-9964",0.15976553663187149,3
Anand PLC Repellat Plus Kitchenware 6,0.0006396490205552545,1.0,0.4501952147362098,0.8895477386934674,0.08610885458976442,3,6,0.07142857142857142,5,1,https://www.flipkart.com/Anand-PLC-Repellat-Plus-Kitchenware-6-7712,0.45433943056587917,6
Patel-Panchal Voluptatibus Plus Lighting 11,0.008775811108765387,1.0,0.943537891680849,0.41628140703517585,0.2845247766043867,3,8,0.39999999999999997,1,1,https://www.flipkart.com/Patel-Panchal-Voluptatibus-Plus-Lighting-11-2878,0.952028730245936,2
Char Inc Alias Pro Decor 2,0.06452328501509244,0.5499999999999998,0.8304134548002804,0.27839195979899495,0.09118602761982128,3,1,0.0,6,0,https://www.flipkart.com/Char-Inc-Alias-Pro-Decor-2-3348,0.6869162653912031,1
"Sodhi, Karnik and Keer Dolore Ultra ACs 1",0.19984846128093783,0.3999999999999999,0.3729102012213435,0.7062311557788945,0.5024370430544273,0,0,0.8285714285714285,7,1,"https://www.flipkart.com/Sodhi,-Karnik-and-Keer-Dolore-Ultra-ACs-1-5881",0.2858198946449924,3
Basak-Nair Dicta Lite ACs 3,0.08062054989017439,0.9500000000000002,0.9022925217739514,0.41246231155778895,0.3811941510966694,0,0,0.7714285714285714,0,0,https://www.flipkart.com/Basak-Nair-Dicta-Lite-ACs-3-8200,0.8921929030798565,3
Deep-Lanka Asperiores Plus Dresses 3,0.12066183176431751,0.8500000000000001,0.2420662729001902,0.4629145728643216,0.15820471161657187,2,2,0.7999999999999999,1,0,https://www.flipkart.com/Deep-Lanka-Asperiores-Plus-Dresses-3-4052,0.22965816178133988,3
Yadav-Setty Harum Pro Laptops 15,0.3746274669810453,0.25,0.6405045550105116,0.5934673366834171,0.5404142973192526,1,7,0.8428571428571429,2,0,https://www.flipkart.com/Yadav-Setty-Harum-Pro-Laptops-15-4223,0.45214790097921986,4
Sekhon-Sastry Consequuntur Ultra Laptops 4,0.4013169839723573,0.9500000000000002,0.6730403443788168,0.888643216080402,0.6815597075548334,1,7,0.0,3,1,https://www.flipkart.com/Sekhon-Sastry-Consequuntur-Ultra-Laptops-4-9833,0.6655463271176034,0
"Mander, Lal and Bahl Provident Ultra Dresses 9",0.0002895705690945009,0.10000000000000009,0.2068275102612874,0.05185929648241206,0.03290008123476848,2,2,0.18571428571428572,0,1,"https://www.flipkart.com/Mander,-Lal-and-Bahl-Provident-Ultra-Dresses-9-2876",0.1333136735287464,6
"Pandit, Kothari and Bali Temporibus Plus Decor 2",0.16227085801462035,0.050000000000000044,0.7528281109220143,0.24271356783919598,0.021933387489845652,3,1,0.14285714285714285,1,1,"https://www.flipkart.com/Pandit,-Kothari-and-Bali-Temporibus-Plus-Decor-2-6757",0.47062138448114277,3
Bedi PLC Dolores Plus Headphones 12,0.003635170634235834,0.3999999999999999,0.10011012113324656,0.9710552763819096,0.32473598700243705,1,4,0.17142857142857143,4,1,https://www.flipkart.com/Bedi-PLC-Dolores-Plus-Headphones-12-2385,0.07666515851727368,2
"Raman, Sem and Krish Eligendi Ultra Laptops 12",0.3026831531841962,0.5,0.9605566122735009,0.33326633165829145,0.1876523151909017,1,7,0.9428571428571428,7,0,"https://www.flipkart.com/Raman,-Sem-and-Krish-Eligendi-Ultra-Laptops-12-7987",0.7751712826810587,4
"Bumb, Sengupta and Gulati Quidem Plus Dresses 12",0.059274838525862565,0.5,0.6557212934227651,0.30472361809045223,0.24695369618196586,2,2,0.6285714285714286,0,0,"https://www.flipkart.com/Bumb,-Sengupta-and-Gulati-Quidem-Plus-Dresses-12-2429",0.5291544129528488,1
Khanna PLC Dolores Ultra ACs 5,0.07942247775883622,0.3500000000000001,0.17999799779757733,0.9088442211055276,0.6049959382615759,0,0,0.0,4,0,https://www.flipkart.com/Khanna-PLC-Dolores-Ultra-ACs-5-7140,0.13426097986620558,1
Balakrishnan-Dhillon Dolore Ultra ACs 13,0.12154700547012136,0.050000000000000044,0.2061267394133547,0.4937688442211055,0.01421608448415922,0,0,0.0,6,1,https://www.flipkart.com/Balakrishnan-Dhillon-Dolore-Ultra-ACs-13-8439,0.12868015383123807,3
Thaker Group Quod Pro Shoes 6,0.10013424157525105,0.10000000000000009,0.9855841425568125,0.9295477386934673,0.7560926076360682,2,11,0.9571428571428571,0,1,https://www.flipkart.com/Thaker-Group-Quod-Pro-Shoes-6-4100,0.6361091361535727,3
Chaudhuri-Chaudhuri Iusto Pro Furniture 10,0.14090137713049378,0.8500000000000001,0.10521573731104214,0.14683417085427136,0.07067424857839155,3,3,0.09999999999999999,0,1,https://www.flipkart.com/Chaudhuri-Chaudhuri-Iusto-Pro-Furniture-10-4480,0.09988527292117765,3
Kapoor LLC Molestias Ultra ACs 6,0.14265052470010453,0.3500000000000001,0.4002402642907198,0.24884422110552765,0.132412672623883,0,0,0.0,6,0,https://www.flipkart.com/Kapoor-LLC-Molestias-Ultra-ACs-6-1700,0.29867619493908154,3
Date Inc Repellendus Plus ACs 12,0.009400363272141008,0.050000000000000044,0.9438382220442487,0.9975879396984925,1.0,0,0,0.5714285714285714,6,0,https://www.flipkart.com/Date-Inc-Repellendus-Plus-ACs-12-4826,0.5900910545196005,2
"Rai, Prabhakar and Som Sapiente Lite Microwaves 4",0.07960809682995712,0.5499999999999998,0.5950545600160176,0.40492462311557786,0.026604386677497968,0,9,0.0,4,0,"https://www.flipkart.com/Rai,-Prabhakar-and-Som-Sapiente-Lite-Microwaves-4-8738",0.492221584849562,1
Narayanan Inc Architecto Lite Smartwatches 1,0.0664007558707301,0.9500000000000002,0.6360997096806488,0.43688442211055273,0.39480097481722176,1,13,0.7428571428571429,2,0,https://www.flipkart.com/Narayanan-Inc-Architecto-Lite-Smartwatches-1-2761,0.6290255469734674,1
Karan-Acharya Vero Pro Shoes 2,0.030059850205449757,0.6000000000000001,0.9116027630393433,0.9987939698492462,0.9563363119415109,2,11,0.0,6,1,https://www.flipkart.com/Karan-Acharya-Vero-Pro-Shoes-2-5968,0.7724929709465792,5
"Prakash, Patel and Palla Nisi Pro Kitchenware 10",0.07814350092745294,0.7000000000000002,0.3581940134147562,0.7944723618090452,0.04813160032493907,3,6,0.0,5,1,"https://www.flipkart.com/Prakash,-Patel-and-Palla-Nisi-Pro-Kitchenware-10-3888",0.31803234980447925,1
Soman PLC Enim Pro Decor 8,0.12796268795687568,0.7999999999999998,0.3623986385023526,0.14472361809045228,0.12875710804224208,3,1,0.5857142857142857,1,0,https://www.flipkart.com/Soman-PLC-Enim-Pro-Decor-8-1616,0.3364331189606696,3
Basak-Dugar Voluptates Ultra Headphones 14,0.18998013558744403,0.7999999999999998,0.7918710581639804,0.09427135678391961,0.024776604386677496,1,4,0.9857142857142857,2,1,https://www.flipkart.com/Basak-Dugar-Voluptates-Ultra-Headphones-14-1730,0.735028924150858,3
Shankar and Sons Cumque Plus Decor 13,0.08895353323874243,0.6000000000000001,0.6710381419561519,0.2817085427135678,0.07392363931762794,3,1,0.0,1,0,https://www.flipkart.com/Shankar-and-Sons-Cumque-Plus-Decor-13-4763,0.5686383026855832,3
Vora-Choudhury Distinctio Lite Jeans 15,0.08562519819643952,0.19999999999999996,0.4555010511562719,0.7619095477386935,0.7177091795288383,2,5,0.0,7,0,https://www.flipkart.com/Vora-Choudhury-Distinctio-Lite-Jeans-15-6278,0.3122919561774876,3
Vohra Ltd Officia Pro Microwaves 12,0.19881561140304171,0.5499999999999998,0.6115727300030034,0.5148743718592965,0.4295288383428107,0,9,0.0,2,1,https://www.flipkart.com/Vohra-Ltd-Officia-Pro-Microwaves-12-9240,0.5058858223184565,3
Savant Inc Et Lite T-Shirts 13,0.003266823379539085,0.7000000000000002,0.1712884172589849,0.6410050251256282,0.6326157595450853,2,14,0.7714285714285714,0,1,https://www.flipkart.com/Savant-Inc-Et-Lite-T-Shirts-13-3480,0.15210629221471736,6
"Misra, Rao and Thaman Nihil Pro Smartphones 12",0.23890631942396176,0.9500000000000002,0.17699469416357994,0.02542713567839196,0.030463038180341184,1,12,0.3,5,0,"https://www.flipkart.com/Misra,-Rao-and-Thaman-Nihil-Pro-Smartphones-12-8923",0.1751385612254791,4
Bhattacharyya Group Debitis Plus Decor 12,0.06742726185651353,0.10000000000000009,0.07197917709480428,0.8121608040201005,0.5597075548334687,3,1,0.0,4,1,https://www.flipkart.com/Bhattacharyya-Group-Debitis-Plus-Decor-12-8054,0.04625036357172866,1
Gupta Group At Pro Furniture 2,0.03855801565624392,0.10000000000000009,0.20302332565822404,0.6485427135678392,0.2197400487408611,3,3,0.0,6,0,https://www.flipkart.com/Gupta-Group-At-Pro-Furniture-2-6478,0.13085754451733833,5
Amble-Dhaliwal Rem Ultra Jeans 2,0.1094824885691496,0.8500000000000001,0.804284713184503,0.03336683417085427,0.0231519090170593,2,5,0.0,6,1,https://www.flipkart.com/Amble-Dhaliwal-Rem-Ultra-Jeans-2-3618,0.7627997446918527,3
Kuruvilla-Sridhar Consectetur Ultra Headphones 6,0.1469176353214422,0.7000000000000002,0.5808389228150966,0.7629145728643216,0.4839561332250203,1,4,0.6857142857142857,0,0,https://www.flipkart.com/Kuruvilla-Sridhar-Consectetur-Ultra-Headphones-6-1468,0.5156861002488446,3
Kurian-Deep Ut Pro Microwaves 4,0.048681943990178056,0.1499999999999999,0.6197817599359295,0.30472361809045223,0.07128350934199837,0,9,0.8571428571428571,5,1,https://www.flipkart.com/Kurian-Deep-Ut-Pro-Microwaves-4-1791,0.4124600071098471,1
Patel-Rajan Impedit Pro Smartwatches 8,0.08730669096725323,0.3999999999999999,0.5811392531784964,0.8955778894472362,0.2467506092607636,1,13,0.6714285714285714,3,0,https://www.flipkart.com/Patel-Rajan-Impedit-Pro-Smartwatches-8-1038,0.44546828038651715,3
"Chokshi, Krish and Chokshi Qui Plus Headphones 4",0.1867620959352274,0.6000000000000001,0.35008509360296325,0.5595979899497487,0.4218115353371243,1,4,0.0,6,1,"https://www.flipkart.com/Chokshi,-Krish-and-Chokshi-Qui-Plus-Headphones-4-9648",0.29666241153087936,3
"Narayan, Banerjee and Sawhney Explicabo Plus Shoes 15",0.18748955566496317,0.8500000000000001,0.9698668535388928,0.02020100502512563,0.008529650690495532,2,11,0.5428571428571428,2,1,"https://www.flipkart.com/Narayan,-Banerjee-and-Sawhney-Explicabo-Plus-Shoes-15-8469",0.9198182949293863,3
"Sampath, Nagarajan and Kulkarni Ad Pro Washing Machines 4",0.10037008981746696,0.9500000000000002,0.12974271698868756,0.6565829145728643,0.6383021933387489,0,15,0.15714285714285714,4,0,"https://www.flipkart.com/Sampath,-Nagarajan-and-Kulkarni-Ad-Pro-Washing-Machines-4-5550",0.1284236337782374,3
Kunda Inc Corrupti Lite Washing Machines 11,0.046189316355686134,0.050000000000000044,0.9138051857042747,0.7415075376884422,0.6736393176279447,0,15,0.0,1,1,https://www.flipkart.com/Kunda-Inc-Corrupti-Lite-Washing-Machines-11-4537,0.5713065152053777,1
Choudhary Ltd Rem Lite ACs 13,0.12329972649794751,0.050000000000000044,0.15446991690859946,0.7960804020100503,0.5040617384240454,0,0,0.6428571428571428,7,1,https://www.flipkart.com/Choudhary-Ltd-Rem-Lite-ACs-13-3083,0.09637074621077465,3
Chawla-Shah Itaque Pro Washing Machines 8,0.1865699723671302,0.050000000000000044,0.4361797977775553,0.0464321608040201,0.019902518277822908,0,15,0.15714285714285714,6,0,https://www.flipkart.com/Chawla-Shah-Itaque-Pro-Washing-Machines-8-5698,0.2725697249781857,3
Kala-Wali Quisquam Lite Kitchenware 3,0.11099438260398785,0.050000000000000044,0.26599259185103613,0.7176884422110553,0.43480909829406983,3,6,0.0,2,0,https://www.flipkart.com/Kala-Wali-Quisquam-Lite-Kitchenware-3-5895,0.16612400219758913,3
Dhingra-Nadkarni Nihil Pro Dresses 15,0.16922553042366037,0.10000000000000009,0.7072780058063871,0.947035175879397,0.35499593826157594,2,2,0.0,4,1,https://www.flipkart.com/Dhingra-Nadkarni-Nihil-Pro-Dresses-15-9793,0.45642390847687686,3
Kurian-Dayal Autem Lite Refrigerators 7,0.3183700324815307,0.8999999999999999,0.5422965261787968,0.5746733668341708,0.159017059301381,0,10,0.7999999999999999,5,0,https://www.flipkart.com/Kurian-Dayal-Autem-Lite-Refrigerators-7-5397,0.5253247907442716,4
"Minhas, Lala and Prasad Dolore Lite Headphones 7",0.012721752154092658,0.8500000000000001,0.2606867554309741,0.8074371859296482,0.522948822095857,1,4,0.0,0,0,"https://www.flipkart.com/Minhas,-Lala-and-Prasad-Dolore-Lite-Headphones-7-2639",0.2473156287367094,2
Din-Srivastava Quisquam Pro Lighting 4,0.1469640501270264,0.1499999999999999,0.9664631094203624,0.34964824120603016,0.002843216896831844,3,8,0.8285714285714285,4,0,https://www.flipkart.com/Din-Srivastava-Quisquam-Pro-Lighting-4-4211,0.6432856381087806,3
Bhatia LLC Repellat Lite Smartwatches 2,0.05150417295602005,0.25,0.7058764641105216,0.2562814070351759,0.10743298131600325,1,13,0.8142857142857143,7,1,https://www.flipkart.com/Bhatia-LLC-Repellat-Lite-Smartwatches-2-8205,0.49831141130465695,1
"Nadig, Kumer and Pillay Quo Pro Laptops 2",0.2031029983884105,0.5499999999999998,0.9753729102012214,0.37025125628140704,0.2560926076360682,1,7,0.42857142857142855,0,0,"https://www.flipkart.com/Nadig,-Kumer-and-Pillay-Quo-Pro-Laptops-2-3451",0.8068303008758038,4
"Pingle, Sarraf and Thaman Dolore Ultra Smartphones 9",0.19141000068819186,0.10000000000000009,0.3181499649614576,0.4523618090452261,0.3458570268074736,1,12,0.0,5,0,"https://www.flipkart.com/Pingle,-Sarraf-and-Thaman-Dolore-Ultra-Smartphones-9-9400",0.20518776459942475,3
"Singhal, Dayal and Gandhi Velit Plus Lighting 9",0.13976007881844288,0.7000000000000002,0.20492541795975572,0.5390954773869346,0.4534930950446791,3,8,0.15714285714285714,3,0,"https://www.flipkart.com/Singhal,-Dayal-and-Gandhi-Velit-Plus-Lighting-9-2008",0.1819676501955208,3
Chaudhuri-Reddy Magnam Lite Furniture 1,0.1849085552042681,0.19999999999999996,0.012613875262789068,0.9562814070351758,0.483753046303818,3,3,0.37142857142857144,7,1,https://www.flipkart.com/Chaudhuri-Reddy-Magnam-Lite-Furniture-1-9374,0.008475260963707461,3
Rau PLC Impedit Ultra ACs 3,0.08325459010707767,0.6499999999999999,0.5681249374311743,0.9426130653266331,0.26523151909017056,0,0,0.8142857142857143,3,1,https://www.flipkart.com/Rau-PLC-Impedit-Ultra-ACs-3-8212,0.4929143909769576,3
Konda-Brahmbhatt Sit Lite Decor 8,0.06735675632138736,0.30000000000000004,0.17979777755531084,0.25959798994974875,0.00040617384240454913,3,1,0.6,2,1,https://www.flipkart.com/Konda-Brahmbhatt-Sit-Lite-Decor-8-5034,0.13046165530168372,1
Devi Inc Facere Lite Smartwatches 4,0.18099682299489045,0.19999999999999996,0.13594954449894883,0.26130653266331655,0.2219740048740861,1,13,0.15714285714285714,2,1,https://www.flipkart.com/Devi-Inc-Facere-Lite-Smartwatches-4-7739,0.09308244190931711,3
"Tank, Karan and Banerjee Rerum Pro Lighting 7",0.19223707558458364,0.19999999999999996,0.36149764741215334,0.8652261306532664,0.00446791226645004,3,8,0.35714285714285715,6,0,"https://www.flipkart.com/Tank,-Karan-and-Banerjee-Rerum-Pro-Lighting-7-5482",0.2478064505704036,3
"Sundaram, Subramaniam and Mahal Ad Ultra Dresses 6",0.10812618049593657,0.6499999999999999,0.16508158974872358,0.2528643216080402,0.2347684809098294,2,2,0.6428571428571428,7,0,"https://www.flipkart.com/Sundaram,-Subramaniam-and-Mahal-Ad-Ultra-Dresses-6-9647",0.14324322140710335,3
Sibal PLC Similique Plus Laptops 14,0.6835989831463666,0.6000000000000001,0.8641505656221844,0.7413065326633166,0.680544272948822,1,7,0.6857142857142857,7,1,https://www.flipkart.com/Sibal-PLC-Similique-Plus-Laptops-14-6717,0.73228193775652,0
Arora PLC Iste Pro Furniture 1,0.007101344800734735,0.1499999999999999,0.9512463710081089,0.0002010050251256279,0.003249390739236393,3,3,0.0,0,0,https://www.flipkart.com/Arora-PLC-Iste-Pro-Furniture-1-9284,0.6331541059367223,2
"Mander, Prashad and Wason Fuga Ultra Smartwatches 3",0.14053588061212616,0.3999999999999999,0.9531484633096406,0.5952763819095477,0.3744922826969943,1,13,0.0,3,0,"https://www.flipkart.com/Mander,-Prashad-and-Wason-Fuga-Ultra-Smartwatches-3-2026",0.7306862618362795,3
Divan-Bora Animi Pro Microwaves 14,0.12672651232164528,0.7999999999999998,0.817299028931825,0.8407035175879397,0.21466287571080422,0,9,0.0,6,0,https://www.flipkart.com/Divan-Bora-Animi-Pro-Microwaves-14-4418,0.7586287690269204,3
Nazareth Ltd Nostrum Lite Laptops 5,0.8194561630229306,0.7999999999999998,0.3661027129842827,0.24221105527638193,0.16246953696181965,1,7,0.9142857142857143,0,0,https://www.flipkart.com/Nazareth-Ltd-Nostrum-Lite-Laptops-5-9843,0.3398708916394661,7
Mannan-Mital Maiores Pro ACs 12,0.18301414053551926,0.19999999999999996,0.9382320552607869,0.657286432160804,0.38667749796913076,0,0,0.12857142857142856,1,1,https://www.flipkart.com/Mannan-Mital-Maiores-Pro-ACs-12-5458,0.6434411660149306,3
"Kannan, Shenoy and Patla Rem Lite ACs 4",0.09486812855102372,0.1499999999999999,0.3010311342476724,0.9515577889447236,0.05483346872461413,0,0,0.0,6,1,"https://www.flipkart.com/Kannan,-Shenoy-and-Patla-Rem-Lite-ACs-4-1240",0.20023107003199428,3
Nayar Group Enim Ultra Laptops 7,0.3611277448676106,0.7999999999999998,0.09870857943738112,0.728140703517588,0.6318034118602762,1,7,0.8428571428571429,3,0,https://www.flipkart.com/Nayar-Group-Enim-Ultra-Laptops-7-6471,0.09170086934040007,4
Karnik-Gopal Voluptatibus Plus Refrigerators 4,0.23645573011252058,0.5499999999999998,0.8757633396736411,0.7250251256281407,0.0814378554021121,0,10,0.2714285714285714,0,0,https://www.flipkart.com/Karnik-Gopal-Voluptatibus-Plus-Refrigerators-4-8724,0.7244308082603496,4
Munshi-Deep Iste Pro ACs 2,0.13010664243246345,0.6000000000000001,0.2833116428070878,0.3401005025125628,0.2735580828594638,0,0,0.2857142857142857,5,1,https://www.flipkart.com/Munshi-Deep-Iste-Pro-ACs-2-4947,0.24007853149339106,3
Krishna-Hegde Excepturi Ultra Furniture 5,0.1276356563033434,0.1499999999999999,0.27189908899789766,0.0342713567839196,0.027010560519902516,3,3,0.5285714285714286,0,0,https://www.flipkart.com/Krishna-Hegde-Excepturi-Ultra-Furniture-5-9725,0.18083451830785638,3
Sarraf-More Voluptate Ultra T-Shirts 5,0.0063348179379250965,0.30000000000000004,0.2645910501551707,0.7623115577889448,0.030869212022745732,2,14,0.19999999999999998,5,0,https://www.flipkart.com/Sarraf-More-Voluptate-Ultra-T-Shirts-5-9421,0.19205070613709074,2
Kurian PLC Iste Ultra T-Shirts 7,0.004503480829360303,0.5499999999999998,0.5052557813594954,0.09698492462311559,0.08712428919577579,2,14,0.0,1,1,https://www.flipkart.com/Kurian-PLC-Iste-Ultra-T-Shirts-7-5133,0.417937821155027,2
Yadav Group Eligendi Ultra Smartphones 7,0.1364895615270407,0.5499999999999998,0.6317949744719191,0.28231155778894473,0.2674654752233956,1,12,0.17142857142857143,3,0,https://www.flipkart.com/Yadav-Group-Eligendi-Ultra-Smartphones-7-2664,0.5226141615227999,3
Narasimhan-Seshadri Maxime Ultra ACs 12,0.01847983802678295,0.7000000000000002,0.8144959455400942,0.35608040201005026,0.2818846466287571,0,0,0.5,0,0,https://www.flipkart.com/Narasimhan-Seshadri-Maxime-Ultra-ACs-12-6195,0.7231158905083541,2
Sant LLC Repudiandae Ultra Smartwatches 6,0.14717014631825798,0.050000000000000044,0.04324757232956252,0.5468341708542713,0.20714865962632006,1,13,0.6714285714285714,3,0,https://www.flipkart.com/Sant-LLC-Repudiandae-Ultra-Smartwatches-6-9311,0.026805335617102414,3
Sha PLC Debitis Plus Headphones 7,0.045242912045629774,0.30000000000000004,0.6611272399639604,0.7655276381909548,0.48822095857026804,1,4,1.0,1,0,https://www.flipkart.com/Sha-PLC-Debitis-Plus-Headphones-7-9442,0.4800722295834276,1
Hayer PLC Recusandae Lite Headphones 6,0.14305388381506898,0.8500000000000001,0.8203023325658224,0.33557788944723616,0.3361088545897644,1,4,0.6142857142857142,2,0,https://www.flipkart.com/Hayer-PLC-Recusandae-Lite-Headphones-6-2013,0.7779889635781921,3
"Ratta, Char and Shukla Libero Lite Laptops 2",0.7811830603947364,0.7000000000000002,0.13524877365101612,0.4523618090452261,0.44516653127538586,1,7,0.7999999999999999,1,1,"https://www.flipkart.com/Ratta,-Char-and-Shukla-Libero-Lite-Laptops-2-4510",0.120111980092428,0
"Ahuja, Tiwari and Cherian Sequi Ultra Decor 8",0.07991714073876471,0.050000000000000044,0.5364901391530684,0.5447236180904522,0.05341186027619821,3,1,0.39999999999999997,0,1,"https://www.flipkart.com/Ahuja,-Tiwari-and-Cherian-Sequi-Ultra-Decor-8-5860",0.33531008628769027,3
Soni LLC Atque Pro Laptops 5,0.5531538258126225,0.75,0.766142757032736,0.8317587939698492,0.1917140536149472,1,7,0.3142857142857143,4,1,https://www.flipkart.com/Soni-LLC-Atque-Pro-Laptops-5-6029,0.6956702646802184,0
Rama LLC Excepturi Pro Smartphones 9,0.25761766936164304,0.7999999999999998,0.8296125738312143,0.8903517587939699,0.7841186027619821,1,12,0.32857142857142857,2,1,https://www.flipkart.com/Rama-LLC-Excepturi-Pro-Smartphones-9-3957,0.7700570403645411,4
Shan Inc Amet Ultra Refrigerators 4,0.14831084236207034,0.6000000000000001,0.9721693863249575,0.2601005025125628,0.022542648253452476,0,10,0.0,1,0,https://www.flipkart.com/Shan-Inc-Amet-Ultra-Refrigerators-4-3410,0.8238171799760851,3
Ratta-Dua Doloribus Plus Furniture 8,0.02619750399163313,0.75,0.23656021623786164,0.5727638190954774,0.20674248578391552,3,3,0.19999999999999998,0,1,https://www.flipkart.com/Ratta-Dua-Doloribus-Plus-Furniture-8-3102,0.21484665352422194,5
Hayer-Menon Voluptate Pro Smartphones 5,0.46906473283421096,0.5499999999999998,0.897687456201822,0.5872361809045226,0.020308692120227456,1,12,0.7571428571428571,2,0,https://www.flipkart.com/Hayer-Menon-Voluptate-Pro-Smartphones-5-9286,0.7425669779917913,0
Minhas PLC Animi Plus Lighting 1,0.1363210870251105,0.5499999999999998,0.6470117128841726,0.0185929648241206,0.0016246953696181965,3,8,0.09999999999999999,5,1,https://www.flipkart.com/Minhas-PLC-Animi-Plus-Lighting-1-1829,0.5352018227062663,3
Sundaram and Sons Commodi Plus Jeans 14,0.18863639484480874,0.3500000000000001,0.16388026829512464,0.5568844221105528,0.2753858651502843,2,5,0.0,0,1,https://www.flipkart.com/Sundaram-and-Sons-Commodi-Plus-Jeans-14-9270,0.12222877549041786,3
Chanda-Gole Quasi Ultra Decor 5,0.11001441187743634,0.050000000000000044,0.845730303333667,0.06120603015075377,0.0006092607636068237,3,1,0.0,6,0,https://www.flipkart.com/Chanda-Gole-Quasi-Ultra-Decor-5-3265,0.528728226093139,3
Nigam-Talwar Voluptatibus Plus Kitchenware 4,0.03840090394841436,0.8999999999999999,0.6579237160876965,0.8377889447236181,0.6311941510966693,3,6,0.8857142857142857,1,0,https://www.flipkart.com/Nigam-Talwar-Voluptatibus-Plus-Kitchenware-4-8528,0.6373048831722845,5
